UserID|QuestionID|CogLoad|Token|TokenLength|KeystrokeCount|StartTime|EndTime|VizKSTimes|RevisCount|POS
21|5|4|involves|8|8|35.531|37.125|218.0,94.0,172.0,453.0,203.0,188.0,203.0,156.0|0|VBZ
21|5|4|your|4|4|37.656|38.031|484.0,141.0,31.0,125.0|0|PRP$
21|5|4|listening|9|9|38.61|39.828|172.0,78.0,156.0,78.0,156.0,250.0,141.0,94.0,187.0|0|NN
21|5|4|and|3|3|42.344|42.61|2344.0,141.0,62.0|0|CC
21|5|4|taking|6|6|42.828|43.563|156.0,172.0,141.0,156.0,47.0,125.0|0|VBG
21|5|4|in|2|2|43.75|43.891|156.0,47.0|0|RP
21|5|4|consideration|13|13|44.141|45.766|156.0,78.0,62.0,172.0,157.0,125.0,171.0,63.0,250.0,62.0,188.0,78.0,47.0|0|NN
21|5|4|what|4|4|48.188|48.563|2313.0,140.0,63.0,78.0|0|WDT
21|5|4|someone|7|7|48.735|49.406|110.0,109.0,47.0,94.0,156.0,62.0,94.0|0|NN
21|5|4|has|3|3|49.688|49.953|203.0,62.0,94.0|0|VBZ
21|5|4|to|2|2|50.219|50.391|109.0,78.0|0|TO
21|5|4|say|3|3|50.86|51.25|375.0,156.0,140.0|0|VB
21|5|4|,|1|1|51.438|51.531|282.0|0|,
21|5|4|whether|7|9|51.797|52.969|156.0,141.0,78.0,328.0,156.0,141.0,62.0,78.0|1|IN
21|5|4|it|2|2|53.406|53.578|250.0,94.0|0|PRP
21|5|4|be|2|2|53.891|54.094|188.0,109.0|0|VB
21|5|4|facts|5|5|54.86|55.688|735.0,171.0,188.0,187.0,172.0|0|NNS
21|5|4|or|2|2|55.891|56.078|156.0,78.0|0|CC
21|5|4|their|5|5|56.625|57.156|500.0,172.0,94.0,94.0,93.0|0|PRP$
21|5|4|own|3|3|57.469|57.828|250.0,141.0,140.0|0|JJ
21|5|4|opinion|7|7|58.313|59.641|375.0,250.0,390.0,172.0,219.0,78.0,63.0|0|NN
21|5|4|.|1|1|59.953|60.078|468.0|0|.
21|5|4|It|2|2|60.516|60.781|141.0,156.0|0|PRP
21|5|4|is|2|2|61.141|61.328|250.0,94.0|0|VBZ
21|5|4|their|5|5|61.985|62.531|594.0,125.0,93.0,78.0,172.0|0|PRP$
21|5|4|right|5|5|63.985|64.453|172.0,109.0,109.0,78.0,94.0|0|NN
21|5|4|to|2|2|64.594|64.781|109.0,78.0|0|TO
21|5|4|have|4|4|65.031|65.516|156.0,63.0,156.0,188.0|0|VB
21|5|4|opinions|8|8|65.703|67.016|140.0,219.0,297.0,187.0,188.0,78.0,78.0,156.0|0|NNS
21|5|4|and|3|3|67.156|67.422|78.0,110.0,62.0|0|CC
21|5|4|you|3|3|67.641|67.938|156.0,94.0,78.0|0|PRP
21|5|4|have|4|4|69.485|69.953|1360.0,78.0,156.0,172.0|0|VBP
21|5|4|the|3|9|70.11|71.344|95.0,109.0,453.0,140.0,157.0,93.0|3|DT
21|5|4|obligation|10|14|71.641|73.656|188.0,312.0,125.0,110.0,125.0,250.0,234.0,156.0,125.0,125.0,47.0,63.0|2|NN
21|5|4|to|2|2|73.86|74.031|110.0,78.0|0|TO
21|5|4|listen|6|6|74.235|74.985|125.0,78.0,125.0,78.0,187.0,188.0|0|VB
21|5|4|to|2|2|75.219|75.391|125.0,78.0|0|TO
21|5|4|what|4|4|75.516|75.922|47.0,156.0,63.0,93.0|0|WP
21|5|4|they|4|4|76.11|76.531|125.0,125.0,109.0,109.0|0|PRP
21|5|4|have|4|4|76.828|77.328|172.0,78.0,157.0,187.0|0|VBP
21|5|4|to|2|2|77.516|77.719|94.0,125.0|0|TO
21|5|4|say|3|3|77.938|78.344|125.0,172.0,156.0|0|VB
21|5|4|.|1|1|78.953|79.047|687.0|0|.
21|5|4|It|2|2|80.203|80.5|156.0,203.0|0|PRP
21|5|4|is|2|2|80.797|80.969|219.0,63.0|0|VBZ
21|5|4|important|9|9|81.313|82.719|297.0,78.0,250.0,203.0,109.0,250.0,157.0,156.0,94.0|0|JJ
21|5|4|that|4|4|83.516|83.875|719.0,125.0,47.0,78.0|0|IN
21|5|4|knowing|7|7|84.141|84.938|203.0,62.0,172.0,78.0,250.0,47.0,110.0|0|VBG
21|5|4|their|5|5|85.406|85.875|375.0,125.0,94.0,78.0,78.0|0|PRP$
21|5|4|opinion|7|7|88.391|90.688|172.0,250.0,453.0,375.0,875.0,94.0,47.0|0|NN
21|6|6|I|1|1|1.156|1.25|0.0|0|PRP
21|6|6|would|5|5|1.516|2.11|110.0,109.0,110.0,203.0,109.0|0|MD
21|6|6|like|4|4|2.688|3.172|500.0,78.0,219.0,93.0|0|VB
21|6|6|a|1|1|3.375|3.469|156.0|0|DT
21|6|6|landscape|9|9|3.688|5.297|188.0,125.0,109.0,94.0,547.0,187.0,156.0,204.0,93.0|0|NN
21|6|6|that|4|4|5.438|5.813|63.0,140.0,47.0,78.0|0|WDT
21|6|6|included|8|8|6.031|7.375|187.0,79.0,203.0,172.0,265.0,141.0,219.0,171.0|0|VBD
21|6|6|every|5|5|8.031|8.688|296.0,188.0,187.0,63.0,125.0|0|DT
21|6|6|type|4|4|8.938|9.563|110.0,234.0,156.0,172.0|0|NN
21|6|6|of|2|2|9.86|10.016|188.0,93.0|0|IN
21|6|6|environment|11|11|10.688|12.5|594.0,125.0,515.0,141.0,141.0,140.0,110.0,265.0,110.0,125.0,46.0|0|NN
21|6|6|and|3|3|12.641|12.922|78.0,125.0,78.0|0|CC
21|6|6|climate|7|7|13.125|14.485|125.0,125.0,531.0,219.0,110.0,125.0,140.0|0|NN
21|6|6|.|1|1|14.563|14.672|188.0|0|.
21|6|6|It|2|6|15.094|16.031|188.0,281.0,141.0,125.0|2|PRP
21|6|6|would|5|5|16.469|17.0|406.0,94.0,62.0,203.0,78.0|0|MD
21|6|6|definitely|10|10|17.203|19.125|125.0,172.0,203.0,188.0,219.0,187.0,266.0,281.0,219.0,109.0|0|RB
21|6|6|have|4|4|20.11|20.578|844.0,46.0,188.0,172.0|0|VB
21|6|6|a|1|1|20.735|20.828|94.0|0|DT
21|6|6|beach|5|5|21.063|21.735|188.0,78.0,140.0,204.0,156.0|0|NN
21|6|6|,|1|1|22.188|22.266|547.0|0|,
21|6|6|mountain|8|8|22.875|23.969|484.0,203.0,47.0,203.0,141.0,219.0,109.0,47.0|0|NN
21|6|6|,|1|1|24.453|24.547|609.0|0|,
21|6|6|greenery|8|8|26.641|28.172|2000.0,219.0,156.0,406.0,281.0,63.0,94.0,234.0|0|NN
21|6|6|,|1|1|28.922|29.047|828.0|0|,
21|6|6|rain|4|4|30.031|30.531|828.0,110.0,219.0,62.0|0|NN
21|6|6|,|1|1|31.047|31.125|625.0|0|,
21|6|6|and|3|3|31.313|31.578|110.0,109.0,78.0|0|CC
21|6|6|snow|4|4|31.75|32.219|140.0,125.0,78.0,172.0|0|NN
21|6|6|.|1|1|32.375|32.5|250.0|0|.
21|6|6|I|1|1|35.078|35.156|15.0|0|PRP
21|6|6|would|5|5|35.594|36.188|250.0,109.0,63.0,219.0,125.0|0|MD
21|6|6|have|4|4|36.547|37.047|219.0,94.0,156.0,188.0|0|VB
21|6|6|the|3|3|37.203|37.485|78.0,125.0,78.0|0|DT
21|6|6|beach|5|9|37.735|39.188|188.0,62.0,203.0,203.0,344.0,141.0,234.0|2|NN
21|6|6|in|2|2|40.0|40.141|219.0,47.0|0|IN
21|6|6|the|3|3|40.281|40.594|62.0,141.0,78.0|0|DT
21|6|6|warm|4|4|40.719|41.375|94.0,203.0,94.0,265.0|0|JJ
21|6|6|climate|7|7|41.75|42.844|250.0,110.0,187.0,234.0,110.0,187.0,125.0|0|NN
21|6|6|with|4|4|43.516|43.906|516.0,109.0,110.0,93.0|0|IN
21|6|6|many|4|4|45.422|45.891|1375.0,94.0,156.0,156.0|0|JJ
21|6|6|trees|5|5|48.344|49.156|2344.0,78.0,266.0,156.0,219.0|0|NNS
21|6|6|and|3|3|49.297|49.578|78.0,141.0,47.0|0|CC
21|6|6|shade|5|5|49.75|50.563|109.0,125.0,78.0,328.0,188.0|0|NN
21|6|6|for|3|3|50.813|51.094|172.0,125.0,78.0|0|IN
21|6|6|escape|6|8|52.703|54.844|93.0,1015.0,78.0,297.0,172.0,156.0,110.0|1|NN
21|6|6|from|4|4|55.094|55.5|172.0,156.0,125.0,47.0|0|IN
21|6|6|the|3|3|55.735|56.0|125.0,109.0,78.0|0|DT
21|6|6|sun|3|3|56.172|56.5|125.0,141.0,62.0|0|NN
21|6|6|,|1|1|56.828|56.969|453.0|0|,
21|6|6|and|3|3|57.422|57.688|266.0,109.0,63.0|0|CC
21|6|6|further|7|7|57.875|59.047|140.0,235.0,156.0,234.0,156.0,125.0,141.0|0|RB
21|6|6|in|2|2|59.391|59.547|188.0,62.0|0|IN
21|6|6|the|3|3|59.781|60.063|109.0,125.0,79.0|0|DT
21|6|6|distance|8|8|60.422|61.641|297.0,203.0,94.0,219.0,203.0,140.0,94.0,188.0|0|NN
21|6|6|include|7|7|62.047|63.11|234.0,63.0,234.0,109.0,203.0,188.0,203.0|0|VBP
21|6|6|a|1|1|63.313|63.391|125.0|0|DT
21|6|6|giant|5|5|64.36|64.985|782.0,140.0,110.0,125.0,156.0|0|JJ
21|6|6|mountain|8|8|65.344|67.047|250.0,453.0,47.0,219.0,500.0,187.0,125.0,47.0|0|NN
21|6|6|that|4|6|67.25|68.219|109.0,110.0,390.0,94.0,78.0|1|IN
21|6|6|one|3|3|68.485|68.766|188.0,62.0,156.0|0|CD
21|6|6|could|5|5|69.016|69.578|188.0,78.0,62.0,219.0,110.0|0|MD
21|6|6|hike|4|4|70.078|70.594|390.0,47.0,266.0,109.0|0|VB
21|6|6|and|3|3|71.141|71.469|438.0,172.0,62.0|0|CC
21|6|6|during|6|12|71.735|73.313|235.0,125.0,78.0,156.0,359.0,141.0,125.0,203.0,109.0|3|IN
21|6|6|the|3|3|74.266|74.563|110.0,140.0,47.0|0|DT
21|6|6|colder|6|6|74.735|75.469|125.0,93.0,219.0,94.0,156.0,63.0|0|JJR
21|6|6|seasons|7|7|75.828|76.875|250.0,188.0,172.0,156.0,203.0,63.0,140.0|0|NNS
21|6|6|,|1|1|77.625|77.703|875.0|0|,
21|6|6|make|4|4|79.172|79.625|1359.0,94.0,125.0,125.0|0|VBP
21|6|6|it|2|4|79.891|80.485|203.0,328.0,109.0|1|PRP
21|6|6|snow|4|4|80.672|81.203|125.0,172.0,109.0,125.0|0|NN
21|6|6|on|2|4|81.797|82.5|562.0,297.0,203.0|1|IN
21|6|6|the|3|3|82.672|82.922|78.0,109.0,47.0|0|DT
21|6|6|mountain|8|8|83.797|84.813|234.0,172.0,94.0,234.0,125.0,141.0,93.0,47.0|0|NN
21|6|6|.|1|1|84.922|85.031|219.0|0|.
21|7|1|I|1|1|3.797|3.891|16.0|0|PRP
21|7|1|enjoy|5|5|4.188|4.922|141.0,125.0,296.0,79.0,156.0|0|VBP
21|7|1|playing|7|7|5.219|6.109|203.0,219.0,93.0,172.0,156.0,79.0,93.0|0|VBG
21|7|1|baseball|8|10|6.406|8.141|218.0,63.0,94.0,406.0,94.0,265.0,94.0,188.0,172.0|1|NN
21|7|1|.|1|1|9.234|9.313|484.0|0|.
21|7|1|My|2|2|9.609|9.906|109.0,219.0|0|PRP$
21|7|1|favorite|8|12|10.469|12.344|485.0,94.0,203.0,172.0,93.0,282.0,140.0,203.0,78.0,125.0|2|JJ
21|7|1|sport|5|5|12.922|13.531|469.0,156.0,16.0,156.0,188.0|0|NN
21|7|1|to|2|2|13.672|13.828|109.0,94.0|0|TO
21|7|1|watch|5|5|14.0|14.766|94.0,172.0,125.0,250.0,141.0|0|VB
21|7|1|is|2|2|15.078|15.219|187.0,47.0|0|VBZ
21|7|1|football|8|8|15.406|16.406|125.0,110.0,140.0,125.0,157.0,93.0,141.0,141.0|0|NN
21|7|1|.|1|1|16.609|16.719|296.0|0|.
21|7|1|Since|5|5|32.969|33.734|125.0,203.0,78.0,203.0,188.0|0|IN
21|7|1|I|1|1|34.109|34.172|109.0|0|PRP
21|7|1|no|2|2|35.875|36.109|266.0,156.0|0|DT
21|7|1|longer|6|6|36.344|37.047|141.0,203.0,47.0,94.0,187.0,47.0|0|JJR
21|7|1|have|4|4|38.078|38.531|937.0,78.0,141.0,156.0|0|VBP
21|7|1|the|3|3|38.641|38.922|63.0,125.0,78.0|0|DT
21|7|1|opportunity|11|11|39.156|40.734|172.0,172.0,156.0,157.0,109.0,172.0,156.0,156.0,188.0,78.0,172.0|0|NN
21|7|1|to|2|2|41.047|41.234|219.0,109.0|0|TO
21|7|1|play|4|4|41.5|42.047|172.0,188.0,78.0,187.0|0|VB
21|7|1|baseball|8|8|42.313|43.344|204.0,78.0,109.0,203.0,156.0,110.0,156.0,141.0|0|NN
21|7|1|,|1|1|43.484|43.578|218.0|0|,
21|7|1|I|1|1|44.313|44.406|141.0|0|PRP
21|7|1|participate|11|11|46.0|47.594|1422.0,94.0,109.0,203.0,157.0,187.0,141.0,234.0,78.0,141.0,125.0|0|VBP
21|7|1|in|2|2|48.391|48.563|688.0,47.0|0|IN
21|7|1|intramural|10|10|50.141|51.734|1453.0,78.0,203.0,141.0,203.0,265.0,188.0,94.0,171.0,141.0|0|JJ
21|7|1|sports|6|6|52.031|52.922|203.0,110.0,78.0,234.0,78.0,297.0|0|NNS
21|7|1|instead|7|7|53.578|54.969|469.0,63.0,109.0,625.0,156.0,203.0,141.0|0|RB
21|7|1|.|1|1|55.125|55.219|250.0|0|.
21|7|1|I|1|1|56.25|56.328|31.0|0|PRP
21|7|1|like|4|4|56.719|57.188|235.0,78.0,234.0,78.0|0|VBP
21|7|1|to|2|2|57.328|57.594|62.0,141.0|0|TO
21|7|1|play|4|4|58.016|58.578|235.0,218.0,63.0,187.0|0|VB
21|7|1|intramural|10|10|60.156|61.594|297.0,63.0,172.0,125.0,218.0,188.0,203.0,78.0,172.0,125.0|0|JJ
21|7|1|softball|8|8|61.828|62.953|109.0,94.0,109.0,172.0,281.0,110.0,125.0,140.0|0|NN
21|7|1|,|1|1|63.109|63.172|250.0|0|,
21|7|1|volleyball|10|10|65.594|66.969|110.0,140.0,204.0,140.0,110.0,125.0,171.0,110.0,140.0,157.0|0|NN
21|7|1|,|1|1|67.141|67.219|250.0|0|,
21|7|1|and|3|3|67.766|68.047|438.0,109.0,94.0|0|CC
21|7|1|soccer|6|6|68.219|69.094|125.0,187.0,110.0,172.0,234.0,78.0|0|NN
21|7|1|.|1|1|69.453|69.563|453.0|0|.
21|7|1|The|3|3|71.813|72.156|32.0,187.0,94.0|0|DT
21|7|1|most|4|4|72.578|73.016|312.0,63.0,156.0,94.0|0|RBS
21|7|1|exciting|8|8|74.828|76.078|1625.0,328.0,203.0,172.0,157.0,140.0,78.0,110.0|0|JJ
21|7|1|sport|5|5|76.484|77.063|328.0,125.0,47.0,203.0,79.0|0|NN
21|7|1|to|2|2|77.313|77.5|157.0,93.0|0|TO
21|7|1|watch|5|5|78.219|79.031|188.0,203.0,109.0,235.0,140.0|0|VB
21|7|1|is|2|2|79.406|79.563|218.0,63.0|0|VBZ
21|7|1|football|8|8|79.734|81.047|93.0,172.0,157.0,109.0,359.0,94.0,156.0,157.0|0|NN
21|7|1|because|7|7|82.984|83.984|453.0,125.0,235.0,156.0,156.0,94.0,63.0|0|IN
21|7|1|I|1|1|84.781|84.875|297.0|0|PRP
21|7|1|like|4|4|85.188|85.656|141.0,93.0,219.0,78.0|0|VBP
21|7|1|the|3|3|86.5|86.75|750.0,109.0,63.0|0|DT
21|7|1|enthusiasm|10|10|86.906|88.891|78.0,125.0,141.0,125.0,109.0,407.0,187.0,125.0,531.0,157.0|0|NN
21|7|1|of|2|2|89.188|89.344|157.0,78.0|0|IN
21|7|1|the|3|3|89.484|89.766|78.0,125.0,79.0|0|DT
21|7|1|players|7|7|90.641|92.031|813.0,218.0,79.0,234.0,219.0,312.0,235.0|0|NNS
21|7|1|as|2|2|92.203|92.484|94.0,141.0|0|RB
21|7|1|well|4|4|92.641|93.078|47.0,62.0,141.0,141.0|0|RB
21|7|1|as|2|2|93.234|93.422|78.0,63.0|0|IN
21|7|1|the|3|3|93.594|93.891|94.0,140.0,63.0|0|DT
21|7|1|fans|4|4|94.094|94.734|125.0,187.0,188.0,140.0|0|NNS
21|7|1|.|1|1|98.484|98.609|3875.0|0|.
21|7|1|Other|5|5|100.391|101.016|0.0,250.0,125.0,62.0,63.0|0|JJ
21|7|1|than|4|4|101.234|101.672|140.0,110.0,109.0,110.0|0|IN
21|8|3|First|5|5|4.359|5.187|62.0,141.0,219.0,234.0,141.0|0|JJ
21|8|3|thing|5|5|5.375|5.906|109.0,109.0,110.0,93.0,141.0|0|NN
21|8|3|I|1|1|6.984|7.062|140.0|0|PRP
21|8|3|would|5|5|7.281|7.812|109.0,78.0,78.0,204.0,93.0|0|MD
21|8|3|do|2|2|8.031|8.234|140.0,94.0|0|VB
21|8|3|is|2|2|8.578|8.766|234.0,78.0|0|VBZ
21|8|3|clean|5|5|9.219|9.906|407.0,140.0,78.0,188.0,203.0|0|JJ
21|8|3|the|3|3|10.156|10.437|125.0,141.0,78.0|0|DT
21|8|3|cut|3|3|10.609|11.0|125.0,157.0,171.0|0|NN
21|8|3|with|4|4|11.391|11.922|188.0,218.0,110.0,109.0|0|IN
21|8|3|water|5|5|12.375|13.062|344.0,187.0,141.0,203.0,47.0|0|NN
21|8|3|and|3|3|13.828|14.094|219.0,125.0,63.0|0|CC
21|8|3|depending|9|9|15.094|16.344|953.0,156.0,187.0,141.0,141.0,187.0,188.0,78.0,94.0|0|VBG
21|8|3|on|2|2|16.625|16.844|188.0,78.0|0|IN
21|8|3|what|4|4|17.266|17.687|188.0,125.0,109.0,62.0|0|WP
21|8|3|environment|11|11|18.422|20.141|641.0,109.0,406.0,157.0,140.0,188.0,62.0,328.0,63.0,125.0,62.0|0|NN
21|8|3|I|1|1|20.609|20.687|109.0|0|PRP
21|8|3|was|3|3|20.875|21.203|78.0,172.0,47.0|0|VBD
21|8|3|in|2|2|21.766|21.922|219.0,46.0|0|IN
21|8|3|,|1|1|22.422|22.5|610.0|0|,
21|8|3|would|5|5|22.734|23.281|140.0,94.0,63.0,203.0,109.0|0|MD
21|8|3|try|3|3|23.5|23.859|172.0,125.0,156.0|0|VB
21|8|3|to|2|2|24.062|24.266|109.0,110.0|0|TO
21|8|3|find|4|4|24.5|24.875|141.0,109.0,63.0,125.0|0|VB
21|8|3|some|4|4|25.125|25.594|156.0,125.0,62.0,204.0|0|DT
21|8|3|type|4|8|25.797|27.125|110.0,282.0,125.0,109.0,406.0,141.0|2|NN
21|8|3|of|2|2|27.609|27.781|422.0,94.0|0|IN
21|8|3|healing|7|7|28.016|28.828|172.0,62.0,172.0,125.0,203.0,63.0,109.0|0|NN
21|8|3|plant|5|5|29.562|30.297|593.0,204.0,109.0,156.0,172.0|0|NN
21|8|3|or|2|2|30.734|30.906|234.0,78.0|0|CC
21|8|3|of|2|2|33.031|33.172|2015.0,63.0|0|IN
21|8|3|the|3|3|33.281|33.578|62.0,125.0,63.0|0|DT
21|8|3|like|4|4|33.781|34.297|140.0,63.0,265.0,94.0|0|JJ
21|8|3|.|1|1|34.359|34.469|156.0|0|.
21|8|3|The|3|3|34.937|35.297|140.0,172.0,110.0|0|DT
21|8|3|next|4|8|35.562|36.812|218.0,63.0,219.0,125.0,47.0,140.0|2|JJ
21|8|3|thing|5|5|36.984|37.469|93.0,125.0,110.0,109.0,78.0|0|NN
21|8|3|I|1|1|37.875|37.969|78.0|0|PRP
21|8|3|would|5|5|38.171|38.766|109.0,141.0,47.0,219.0,109.0|0|MD
21|8|3|do|2|2|39.094|39.312|266.0,109.0|0|VB
21|8|3|is|2|2|39.672|39.875|250.0,109.0|0|VBZ
21|8|3|cover|5|5|41.031|41.625|1094.0,110.0,109.0,203.0,47.0|0|VB
21|8|3|and|3|3|42.062|42.344|312.0,141.0,63.0|0|CC
21|8|3|wrap|4|8|42.812|44.375|421.0,219.0,172.0,281.0,125.0,235.0|2|VB
21|8|3|the|3|3|44.625|44.875|109.0,94.0,62.0|0|DT
21|8|3|injury|6|6|45.094|46.219|157.0,62.0,203.0,203.0,94.0,469.0|0|NN
21|8|3|to|2|2|46.516|46.672|219.0,93.0|0|TO
21|8|3|prevent|7|7|46.953|47.891|187.0,63.0,78.0,297.0,203.0,140.0,94.0|0|VB
21|8|3|any|3|3|48.391|48.734|438.0,140.0,110.0|0|DT
21|8|3|type|4|4|49.25|49.781|266.0,187.0,125.0,157.0|0|NN
21|8|3|of|2|2|49.984|50.156|156.0,94.0|0|IN
21|8|3|dirt|4|4|52.25|52.766|2016.0,109.0,63.0,250.0|0|NN
21|8|3|or|2|2|53.094|53.266|203.0,109.0|0|CC
21|8|3|anything|8|8|55.031|55.937|1703.0,141.0,78.0,203.0,109.0,79.0,125.0,93.0|0|NN
21|8|3|that|4|4|56.078|56.437|94.0,125.0,78.0,63.0|0|WDT
21|8|3|could|5|5|56.625|57.172|156.0,78.0,63.0,234.0,125.0|0|MD
21|8|3|affect|6|10|57.609|61.328|375.0,313.0,172.0,1922.0,250.0,282.0,140.0,110.0|2|VB
21|8|3|the|3|3|61.453|61.719|78.0,125.0,63.0|0|DT
21|8|3|injury|6|6|62.469|63.312|688.0,62.0,188.0,172.0,125.0,218.0|0|NN
21|8|3|.|1|1|63.469|63.594|235.0|0|.
21|8|3|The|3|3|64.016|64.359|204.0,171.0,94.0|0|DT
21|8|3|next|4|4|64.562|65.172|156.0,79.0,234.0,203.0|0|JJ
21|8|3|thing|5|5|65.516|66.047|219.0,93.0,94.0,94.0,172.0|0|NN
21|8|3|I|1|1|66.969|67.047|110.0|0|PRP
21|8|3|would|5|5|67.562|68.203|421.0,141.0,63.0,218.0,110.0|0|MD
21|8|3|do|2|2|68.391|68.578|125.0,93.0|0|VB
21|8|3|is|2|2|69.281|69.531|609.0,125.0|0|VBZ
21|8|3|immediately|11|11|70.812|72.75|1234.0,204.0,140.0,188.0,203.0,172.0,109.0,375.0,203.0,172.0,109.0|0|RB
21|8|3|try|3|3|73.203|73.609|344.0,156.0,172.0|0|VB
21|8|3|to|2|2|73.828|74.0|125.0,94.0|0|TO
21|8|3|find|4|4|74.187|74.562|93.0,125.0,63.0,109.0|0|VB
21|8|3|someone|7|7|74.75|75.687|125.0,172.0,62.0,94.0,344.0,78.0,94.0|0|NN
21|8|3|to|2|2|76.141|76.344|125.0,109.0|0|TO
21|8|3|help|4|4|76.641|77.359|204.0,93.0,141.0,359.0|0|VB
21|8|3|us|2|2|77.734|77.953|203.0,125.0|0|PRP
21|8|3|s|1|1|80.312|80.422|125.0|0|NNS
21|9|2|Recently|8|8|1.64|2.89|15.0,203.0,250.0,188.0,125.0,78.0,219.0,94.0|0|RB
21|9|2|,|1|1|3.468|3.562|671.0|0|,
21|9|2|a|1|1|4.031|4.156|375.0|0|DT
21|9|2|friend|6|6|4.39|5.125|140.0,172.0,188.0,62.0,141.0,94.0|0|NN
21|9|2|of|2|2|5.437|5.75|203.0,219.0|0|IN
21|9|2|mine|4|4|6.422|6.89|625.0,78.0,140.0,141.0|0|NN
21|9|2|tried|5|5|11.75|12.406|4782.0,93.0,172.0,94.0,234.0|0|VBD
21|9|2|to|2|2|12.593|12.75|125.0,94.0|0|TO
21|9|2|call|4|4|13.484|13.984|625.0,188.0,93.0,141.0|0|VB
21|9|2|me|2|2|14.25|14.359|172.0,15.0|0|PRP
21|9|2|out|3|5|14.672|15.422|235.0,46.0,375.0,78.0|1|RP
21|9|2|for|3|7|15.703|16.922|172.0,360.0,125.0,187.0,94.0|2|IN
21|9|2|one|3|3|17.172|17.437|188.0,62.0,125.0|0|CD
21|9|2|of|2|2|18.328|18.484|250.0,109.0|0|IN
21|9|2|his|3|3|18.828|19.25|266.0,172.0,156.0|0|PRP$
21|9|2|mistakes|8|8|20.25|21.406|922.0,47.0,93.0,266.0,219.0,156.0,78.0,203.0|0|NNS
21|9|2|,|1|1|22.265|22.359|953.0|0|,
21|9|2|and|3|3|23.031|23.281|125.0,109.0,63.0|0|CC
21|9|2|this|4|4|23.422|23.812|94.0,109.0,78.0,109.0|0|DT
21|9|2|really|6|6|23.937|24.656|94.0,78.0,203.0,141.0,125.0,94.0|0|RB
21|9|2|upset|5|5|24.906|25.593|203.0,156.0,94.0,109.0,219.0|0|JJ
21|9|2|me|2|2|26.578|26.734|156.0,62.0|0|PRP
21|9|2|.|1|1|26.827|26.937|187.0|0|.
21|9|2|I|1|1|27.687|27.765|437.0|0|PRP
21|9|2|am|2|2|27.984|28.203|78.0,125.0|0|VBP
21|9|2|in|2|2|31.078|31.343|313.0,140.0|0|IN
21|9|2|charge|6|6|31.718|32.5|250.0,141.0,78.0,110.0,250.0,125.0|0|NN
21|9|2|of|2|2|32.656|32.843|109.0,94.0|0|IN
21|9|2|an|2|2|33.64|33.828|750.0,125.0|0|DT
21|9|2|intramural|10|10|34.078|35.453|141.0,47.0,140.0,94.0,250.0,188.0,187.0,94.0,172.0,140.0|0|JJ
21|9|2|team|4|4|35.75|36.375|141.0,93.0,266.0,188.0|0|NN
21|9|2|,|1|1|37.031|37.109|734.0|0|,
21|9|2|and|3|3|37.359|37.625|125.0,109.0,94.0|0|CC
21|9|2|it|2|2|43.953|44.093|3141.0,78.0|0|PRP
21|9|2|is|2|2|44.375|44.547|188.0,78.0|0|VBZ
21|9|2|not|3|3|44.75|45.015|157.0,109.0,94.0|0|RB
21|9|2|my|2|2|45.297|45.5|204.0,93.0|0|PRP$
21|9|2|responsibility|14|14|45.672|48.39|141.0,93.0,297.0,172.0,203.0,203.0,438.0,172.0,281.0,156.0,203.0,157.0,125.0,140.0|0|NN
21|9|2|to|2|2|48.578|48.75|141.0,78.0|0|TO
21|9|2|keep|4|4|52.875|53.281|4032.0,62.0,156.0,110.0|0|VB
21|9|2|track|5|5|53.437|54.125|47.0,110.0,234.0,172.0,109.0|0|NN
21|9|2|of|2|2|54.375|54.547|141.0,125.0|0|IN
21|9|2|who|3|3|54.703|55.047|110.0,140.0,79.0|0|WP
21|9|2|is|2|2|55.578|55.781|360.0,125.0|0|VBZ
21|9|2|on|2|2|55.953|56.109|125.0,78.0|0|IN
21|9|2|the|3|3|56.359|56.609|141.0,94.0,78.0|0|DT
21|9|2|roster|6|6|56.906|57.64|234.0,125.0,94.0,140.0,172.0,94.0|0|NN
21|9|2|and|3|3|57.812|58.062|94.0,125.0,47.0|0|CC
21|9|2|who|3|3|58.203|58.547|78.0,140.0,79.0|0|WP
21|9|2|is|2|2|58.828|59.0|188.0,78.0|0|VBZ
21|9|2|not|3|3|59.218|59.531|171.0,110.0,125.0|0|RB
21|9|2|.|1|1|59.656|59.765|203.0|0|.
21|9|2|He|2|2|61.5|61.89|16.0,312.0|0|PRP
21|9|2|blamed|6|6|62.515|63.453|297.0,157.0,218.0,188.0,94.0,203.0|0|VBD
21|9|2|me|2|2|63.687|63.843|187.0,94.0|0|PRP
21|9|2|for|3|3|64.031|64.297|141.0,94.0,93.0|0|IN
21|9|2|not|3|3|64.734|65.0|391.0,63.0,125.0|0|RB
21|9|2|telling|7|7|65.375|66.187|219.0,62.0,172.0,141.0,187.0,63.0,93.0|0|VBG
21|9|2|him|3|3|66.406|66.781|172.0,141.0,140.0|0|PRP
21|9|2|that|4|4|67.234|67.64|312.0,109.0,110.0,78.0|0|IN
21|9|2|he|2|2|67.984|68.172|281.0,109.0|0|PRP
21|9|2|was|3|3|68.328|68.703|78.0,187.0,63.0|0|VBD
21|9|2|not|3|3|68.984|69.281|203.0,125.0,109.0|0|RB
21|9|2|on|2|2|69.484|69.625|141.0,63.0|0|IN
